ItemID,LocationID,ReportingPeriodID,ScenarioID,MonthID,Date,Sum_GrossMarginAmount,Sum_Regular_Sales_Dollars,Sum_Regular_Sales_Units
109936,544,20140101,1,1,2014-01-01 00:00:00,2.49,7.99,1
109936,547,20140101,1,1,2014-01-01 00:00:00,1.99,7.99,1
109936,550,20140101,1,1,2014-01-01 00:00:00,2.49,7.99,1
109936,573,20140101,1,1,2014-01-01 00:00:00,5.97,23.97,3
109941,5,20140101,1,1,2014-01-01 00:00:00,2.85,0,0
109941,33,20140301,1,1,2014-03-01 00:00:00,0.85,0,0
109942,35,20140301,1,1,2014-03-01 00:00:00,2.1,0,0
109945,5,20140701,1,1,2014-07-01 00:00:00,0.99,2.99,1
109952,20,20140101,1,1,2014-01-01 00:00:00,-0.5,0,0
109953,13,20140101,1,1,2014-01-01 00:00:00,0.75,0,0
109953,24,20140301,1,1,2014-03-01 00:00:00,2.74,3.99,1
109954,33,20140701,1,1,2014-07-01 00:00:00,-0.8,0,0
109954,39,20140601,1,1,2014-06-01 00:00:00,1.2,0,0
109964,18,20140701,1,1,2014-07-01 00:00:00,-4.35,0,0
109972,12,20140701,1,1,2014-07-01 00:00:00,-3,1,2
109975,12,20140701,1,1,2014-07-01 00:00:00,-4.2,1.5,3
109975,21,20140601,1,1,2014-06-01 00:00:00,-1.4,0.5,1
109975,25,20140301,1,1,2014-03-01 00:00:00,-1.8,0,0
109977,26,20140301,1,1,2014-03-01 00:00:00,-7.5,9,6
109979,3,20140701,1,1,2014-07-01 00:00:00,-4.01,19.99,1
109979,35,20140701,1,1,2014-07-01 00:00:00,-15.5,1.5,1
109997,3,20140301,1,1,2014-03-01 00:00:00,7.47,14.97,3
109997,8,20140701,1,1,2014-07-01 00:00:00,3,0,0
109997,11,20140701,1,1,2014-07-01 00:00:00,3,0,0
109997,14,20140701,1,1,2014-07-01 00:00:00,1.5,0,0
109997,16,20140701,1,1,2014-07-01 00:00:00,1.5,0,0
109997,19,20140601,1,1,2014-06-01 00:00:00,1.5,0,0
109997,22,20140701,1,1,2014-07-01 00:00:00,6,0,0
109997,25,20140701,1,1,2014-07-01 00:00:00,3,0,0
109997,32,20140101,1,1,2014-01-01 00:00:00,-1.5,0,0
109997,32,20140301,1,1,2014-03-01 00:00:00,4.98,9.98,2
109997,35,20140301,1,1,2014-03-01 00:00:00,2.49,4.99,1
109997,37,20140701,1,1,2014-07-01 00:00:00,3,0,0
109998,8,20140301,1,1,2014-03-01 00:00:00,4.98,9.98,2
109998,11,20140301,1,1,2014-03-01 00:00:00,4.98,9.98,2
109998,15,20140701,1,1,2014-07-01 00:00:00,3,0,0
109998,21,20140601,1,1,2014-06-01 00:00:00,3,0,0
109998,21,20140701,1,1,2014-07-01 00:00:00,1.5,0,0
109998,27,20140601,1,1,2014-06-01 00:00:00,1.5,0,0
109998,34,20140301,1,1,2014-03-01 00:00:00,2.49,4.99,1
109998,37,20140301,1,1,2014-03-01 00:00:00,2.49,4.99,1
109998,39,20140701,1,1,2014-07-01 00:00:00,1.5,0,0
109999,15,20140701,1,1,2014-07-01 00:00:00,1,0,0
109999,20,20140701,1,1,2014-07-01 00:00:00,-1,0,0
109999,23,20140601,1,1,2014-06-01 00:00:00,3,0,0
109999,23,20140701,1,1,2014-07-01 00:00:00,2,0,0
109999,35,20140701,1,1,2014-07-01 00:00:00,-0.5,1.5,1
110003,3,20140301,1,1,2014-03-01 00:00:00,2.49,4.99,1
110003,11,20140501,1,1,2014-05-01 00:00:00,-7.5,0,0
110003,13,20140601,1,1,2014-06-01 00:00:00,4.5,0,0
110003,16,20140601,1,1,2014-06-01 00:00:00,4.5,0,0
110003,26,20140301,1,1,2014-03-01 00:00:00,1.49,3.99,1
110003,32,20140301,1,1,2014-03-01 00:00:00,2.49,4.99,1
110003,35,20140301,1,1,2014-03-01 00:00:00,22.41,44.91,9
110003,37,20140701,1,1,2014-07-01 00:00:00,1.5,0,0
110003,40,20140501,1,1,2014-05-01 00:00:00,-3,0,0
110003,40,20140701,1,1,2014-07-01 00:00:00,-0.5,0,0
110005,39,20140801,1,1,2014-08-01 00:00:00,-0.25,0,0
110008,26,20140701,1,1,2014-07-01 00:00:00,1,0,0
110010,15,20140601,1,1,2014-06-01 00:00:00,-6,2,4
110015,14,20140301,1,1,2014-03-01 00:00:00,19.96,31.96,4
110017,20,20140301,1,1,2014-03-01 00:00:00,44.91,71.91,9
110017,20,20140701,1,1,2014-07-01 00:00:00,4,0,0
110017,21,20140301,1,1,2014-03-01 00:00:00,39.92,63.92,8
110018,9,20140101,1,1,2014-01-01 00:00:00,3.7,9.95,5
110018,20,20140301,1,1,2014-03-01 00:00:00,-0.25,0,0
110019,8,20140101,1,1,2014-01-01 00:00:00,5.18,13.93,7
110019,10,20140301,1,1,2014-03-01 00:00:00,25.9,69.65,35
110019,11,20140101,1,1,2014-01-01 00:00:00,19.98,53.73,27
110020,7,20140101,1,1,2014-01-01 00:00:00,6.66,17.91,9
110020,9,20140301,1,1,2014-03-01 00:00:00,-3,2.5,4
110020,10,20140101,1,1,2014-01-01 00:00:00,2.96,7.96,4
110022,5,20140101,1,1,2014-01-01 00:00:00,54.68,94.68,32
110022,7,20140301,1,1,2014-03-01 00:00:00,0.25,12,11
110022,8,20140101,1,1,2014-01-01 00:00:00,8.7,14.95,5
110022,11,20140101,1,1,2014-01-01 00:00:00,8.7,14.95,5
110022,14,20140101,1,1,2014-01-01 00:00:00,64.38,110.63,37
110022,18,20140301,1,1,2014-03-01 00:00:00,5.5,19,17
110023,7,20140101,1,1,2014-01-01 00:00:00,0,0,0
110023,10,20140101,1,1,2014-01-01 00:00:00,-4,0,0
110029,7,20140101,1,1,2014-01-01 00:00:00,-0.01,0.99,1
110029,11,20140201,1,1,2014-02-01 00:00:00,-41.1,40.9,82
110029,11,20140301,1,1,2014-03-01 00:00:00,-4.48,-1.48,3
110029,37,20140701,1,1,2014-07-01 00:00:00,4.95,9.95,5
110035,11,20140301,1,1,2014-03-01 00:00:00,-1.8,2.7,3
110035,31,20140401,1,1,2014-04-01 00:00:00,-0.5,0,0
110051,37,20140101,1,1,2014-01-01 00:00:00,26.49,49.99,1
110061,5,20140301,1,1,2014-03-01 00:00:00,-0.01,0.99,1
110061,40,20140201,1,1,2014-02-01 00:00:00,-0.01,0.99,1
110073,506,20140101,1,1,2014-01-01 00:00:00,-4.5,0,0
110077,512,20140201,1,1,2014-02-01 00:00:00,0,0,0
110077,531,20140101,1,1,2014-01-01 00:00:00,0,0,0
110079,25,20140201,1,1,2014-02-01 00:00:00,-2,0,0
110079,28,20140301,1,1,2014-03-01 00:00:00,-4,0,0
110081,560,20140301,1,1,2014-03-01 00:00:00,0,0,0
110085,6,20140101,1,1,2014-01-01 00:00:00,2.39,3.99,1
110085,16,20140401,1,1,2014-04-01 00:00:00,2.8,0,0
110090,6,20140801,1,1,2014-08-01 00:00:00,-0.8,0,0
110090,9,20140801,1,1,2014-08-01 00:00:00,0.19,1.99,1
110090,11,20140201,1,1,2014-02-01 00:00:00,0.38,3.98,2
110090,14,20140401,1,1,2014-04-01 00:00:00,-0.8,0,0
110090,37,20140301,1,1,2014-03-01 00:00:00,0.19,1.99,1
110090,40,20140301,1,1,2014-03-01 00:00:00,0.19,1.99,1
110101,511,20140201,1,1,2014-02-01 00:00:00,2.05,0,0
110101,536,20140101,1,1,2014-01-01 00:00:00,2.05,0,0
110101,540,20140301,1,1,2014-03-01 00:00:00,2.1,0,0
110101,572,20140201,1,1,2014-02-01 00:00:00,2.05,0,0
110101,572,20140401,1,1,2014-04-01 00:00:00,2.05,0,0
110101,575,20140201,1,1,2014-02-01 00:00:00,6.15,0,0
110120,6,20140101,1,1,2014-01-01 00:00:00,15.98,39.98,2
110120,7,20140301,1,1,2014-03-01 00:00:00,7.99,19.99,1
110120,7,20140701,1,1,2014-07-01 00:00:00,-7,0,0
110121,7,20140801,1,1,2014-08-01 00:00:00,-10,0,0
110121,9,20140301,1,1,2014-03-01 00:00:00,39.99,79.99,1
110121,9,20140701,1,1,2014-07-01 00:00:00,0,0,0
110121,12,20140301,1,1,2014-03-01 00:00:00,199.95,399.95,5
110121,12,20140401,1,1,2014-04-01 00:00:00,79.98,159.98,2
110121,12,20140701,1,1,2014-07-01 00:00:00,0,0,0
110121,18,20140201,1,1,2014-02-01 00:00:00,119.97,239.97,3
110121,20,20140601,1,1,2014-06-01 00:00:00,5,0,0
110121,28,20140101,1,1,2014-01-01 00:00:00,159.96,319.96,4
110121,38,20140301,1,1,2014-03-01 00:00:00,79.98,159.98,2
110121,38,20140701,1,1,2014-07-01 00:00:00,10,0,0
110122,25,20140101,1,1,2014-01-01 00:00:00,61.99,149.99,1
110122,33,20140101,1,1,2014-01-01 00:00:00,93.98,269.98,2
110128,5,20140201,1,1,2014-02-01 00:00:00,-0.5,0,0
110128,8,20140201,1,1,2014-02-01 00:00:00,-0.25,0,0
110128,11,20140201,1,1,2014-02-01 00:00:00,-1,0,0
110128,13,20140101,1,1,2014-01-01 00:00:00,-0.25,0,0
110128,21,20140101,1,1,2014-01-01 00:00:00,-2.25,0,0
110128,24,20140101,1,1,2014-01-01 00:00:00,-1.75,0,0
110128,27,20140101,1,1,2014-01-01 00:00:00,-1.25,0,0
110128,38,20140101,1,1,2014-01-01 00:00:00,-0.5,0,0
110128,526,20140101,1,1,2014-01-01 00:00:00,7,0,0
110128,530,20140101,1,1,2014-01-01 00:00:00,5.25,0,0
110128,538,20140101,1,1,2014-01-01 00:00:00,8.75,0,0
110128,541,20140101,1,1,2014-01-01 00:00:00,3.5,0,0
110128,570,20140101,1,1,2014-01-01 00:00:00,1.75,0,0
110128,581,20140101,1,1,2014-01-01 00:00:00,17.5,0,0
110139,8,20140101,1,1,2014-01-01 00:00:00,-18,0,0
110142,10,20140101,1,1,2014-01-01 00:00:00,-6.1,0,0
110148,7,20140101,1,1,2014-01-01 00:00:00,0.3,0,0
110148,27,20140101,1,1,2014-01-01 00:00:00,0.05,0,0
110148,28,20140101,1,1,2014-01-01 00:00:00,1.04,1.99,1
110149,3,20140101,1,1,2014-01-01 00:00:00,3.42,5.97,3
110149,23,20140101,1,1,2014-01-01 00:00:00,2.23,3.98,2
110154,6,20140801,1,1,2014-08-01 00:00:00,-2.6,12.87,13
110154,11,20140701,1,1,2014-07-01 00:00:00,-1.6,7.92,8
110154,13,20140601,1,1,2014-06-01 00:00:00,-5.6,27.72,28
110154,15,20140601,1,1,2014-06-01 00:00:00,-37.18,31.84,58
110154,16,20140601,1,1,2014-06-01 00:00:00,-1.29,3.47,4
110154,18,20140201,1,1,2014-02-01 00:00:00,-1.78,2.98,4
110154,18,20140601,1,1,2014-06-01 00:00:00,-2.08,1.49,3
110154,19,20140601,1,1,2014-06-01 00:00:00,-3.9,16.33,17
110154,20,20140101,1,1,2014-01-01 00:00:00,-21.39,15.5,31
110154,22,20140601,1,1,2014-06-01 00:00:00,-16.67,15.46,27
110154,23,20140101,1,1,2014-01-01 00:00:00,-28.29,20.5,41
110154,23,20140201,1,1,2014-02-01 00:00:00,-3.85,4.48,7
110154,23,20140301,1,1,2014-03-01 00:00:00,-0.89,1.49,2
110154,26,20140101,1,1,2014-01-01 00:00:00,-1.78,2.98,4
110154,32,20140801,1,1,2014-08-01 00:00:00,-0.6,2.97,3
110154,34,20140701,1,1,2014-07-01 00:00:00,-1.2,5.94,6
110154,40,20140701,1,1,2014-07-01 00:00:00,-1.8,8.91,9
110155,2,20140801,1,1,2014-08-01 00:00:00,-3,14.85,15
110155,8,20140601,1,1,2014-06-01 00:00:00,-4.67,14.37,16
110155,8,20140801,1,1,2014-08-01 00:00:00,-5,24.75,25
110155,11,20140601,1,1,2014-06-01 00:00:00,-5.8,28.71,29
110155,11,20140801,1,1,2014-08-01 00:00:00,-5.2,25.74,26
110155,12,20140601,1,1,2014-06-01 00:00:00,-3,14.85,15
110155,14,20140601,1,1,2014-06-01 00:00:00,-4,19.8,20
110155,21,20140601,1,1,2014-06-01 00:00:00,-1.8,8.91,9
110155,25,20140201,1,1,2014-02-01 00:00:00,1.8,2.99,1
110155,34,20140801,1,1,2014-08-01 00:00:00,-4.4,21.78,22
110155,39,20140701,1,1,2014-07-01 00:00:00,-3.47,8.43,10
110155,40,20140601,1,1,2014-06-01 00:00:00,-1.8,8.91,9
110155,40,20140801,1,1,2014-08-01 00:00:00,-5.8,28.71,29
110158,4,20140701,1,1,2014-07-01 00:00:00,-0.2,0.99,1
110158,5,20140601,1,1,2014-06-01 00:00:00,-0.8,3.96,4
110158,9,20140601,1,1,2014-06-01 00:00:00,-0.6,2.97,3
110158,11,20140201,1,1,2014-02-01 00:00:00,-2.07,1.5,3
110158,11,20140601,1,1,2014-06-01 00:00:00,-2.6,12.87,13
110158,12,20140601,1,1,2014-06-01 00:00:00,-1.6,7.92,8
110158,14,20140601,1,1,2014-06-01 00:00:00,-0.6,2.97,3
110158,15,20140601,1,1,2014-06-01 00:00:00,-8.64,10.4,16
110158,18,20140601,1,1,2014-06-01 00:00:00,-2.77,1.99,4
110158,22,20140101,1,1,2014-01-01 00:00:00,-3.95,2,5
110158,27,20140701,1,1,2014-07-01 00:00:00,-1.6,7.92,8
110158,33,20140701,1,1,2014-07-01 00:00:00,-0.2,0.99,1
110158,34,20140801,1,1,2014-08-01 00:00:00,-1.8,8.91,9
110158,36,20140701,1,1,2014-07-01 00:00:00,-0.2,0.99,1
110158,37,20140801,1,1,2014-08-01 00:00:00,-0.4,1.98,2
110158,40,20140601,1,1,2014-06-01 00:00:00,-0.2,0.99,1
110160,7,20140701,1,1,2014-07-01 00:00:00,-1.33,0,0
110160,10,20140701,1,1,2014-07-01 00:00:00,-2.66,0,0
110160,12,20140601,1,1,2014-06-01 00:00:00,-2.6,12.87,13
110160,13,20140701,1,1,2014-07-01 00:00:00,-1.9,0,0
110160,26,20140801,1,1,2014-08-01 00:00:00,-0.4,1.98,2
110165,7,20140101,1,1,2014-01-01 00:00:00,-8,0,0
110165,10,20140101,1,1,2014-01-01 00:00:00,-3,0,0
110165,11,20140101,1,1,2014-01-01 00:00:00,-1,0,0
110165,13,20140101,1,1,2014-01-01 00:00:00,-3,0,0
110165,34,20140101,1,1,2014-01-01 00:00:00,-1,0,0
110165,39,20140101,1,1,2014-01-01 00:00:00,-2,0,0
110165,525,20140101,1,1,2014-01-01 00:00:00,1,0,0
110165,544,20140101,1,1,2014-01-01 00:00:00,-1,0,0
110165,554,20140101,1,1,2014-01-01 00:00:00,-1,0,0
110165,573,20140101,1,1,2014-01-01 00:00:00,-1,0,0
110170,3,20140101,1,1,2014-01-01 00:00:00,3.65,4.99,1
110177,7,20140101,1,1,2014-01-01 00:00:00,-3,0,0
110177,24,20140101,1,1,2014-01-01 00:00:00,-6,0,0
110177,33,20140101,1,1,2014-01-01 00:00:00,-3,0,0
110177,40,20140301,1,1,2014-03-01 00:00:00,-12,0,0
110182,5,20140101,1,1,2014-01-01 00:00:00,-4.16,4.8,32
110182,34,20140101,1,1,2014-01-01 00:00:00,-1.17,1.35,9
110183,11,20140301,1,1,2014-03-01 00:00:00,0.39,0.99,1
110186,19,20140101,1,1,2014-01-01 00:00:00,-2,0,0
110242,11,20140601,1,1,2014-06-01 00:00:00,-3.8,0,0
110242,14,20140101,1,1,2014-01-01 00:00:00,20.36,39.96,4
110242,14,20140601,1,1,2014-06-01 00:00:00,-1.9,0,0
110242,18,20140601,1,1,2014-06-01 00:00:00,-1.8,0,0
110242,20,20140101,1,1,2014-01-01 00:00:00,55.99,109.89,11
110242,20,20140601,1,1,2014-06-01 00:00:00,-1.9,0,0
110242,24,20140601,1,1,2014-06-01 00:00:00,-7.6,0,0
110242,26,20140101,1,1,2014-01-01 00:00:00,5.09,9.99,1
110242,32,20140101,1,1,2014-01-01 00:00:00,5.09,9.99,1
110242,33,20140401,1,1,2014-04-01 00:00:00,1.1,0,0
110242,576,20140401,1,1,2014-04-01 00:00:00,0.8,0,0
110244,5,20140301,1,1,2014-03-01 00:00:00,6.48,15.98,2
110244,5,20140401,1,1,2014-04-01 00:00:00,0.75,0,0
110244,11,20140301,1,1,2014-03-01 00:00:00,6.48,15.98,2
110244,12,20140101,1,1,2014-01-01 00:00:00,3.24,7.99,1
110244,18,20140601,1,1,2014-06-01 00:00:00,-35.3,26.7,9
110244,22,20140601,1,1,2014-06-01 00:00:00,-1.75,0,0
110244,24,20140101,1,1,2014-01-01 00:00:00,3.24,7.99,1
110244,31,20140401,1,1,2014-04-01 00:00:00,0.75,0,0
110244,34,20140301,1,1,2014-03-01 00:00:00,3.24,7.99,1
110244,34,20140401,1,1,2014-04-01 00:00:00,6.73,15.98,2
110244,37,20140301,1,1,2014-03-01 00:00:00,3.24,7.99,1
110244,37,20140401,1,1,2014-04-01 00:00:00,0.25,0,0
110244,40,20140401,1,1,2014-04-01 00:00:00,0.75,0,0
110244,519,20140301,1,1,2014-03-01 00:00:00,3.24,7.99,1
110245,11,20140601,1,1,2014-06-01 00:00:00,-7.5,0,0
110245,18,20140601,1,1,2014-06-01 00:00:00,-5,0,0
110245,33,20140301,1,1,2014-03-01 00:00:00,4.98,11.98,2
110245,33,20140401,1,1,2014-04-01 00:00:00,-0.81,11.69,3
110245,40,20140601,1,1,2014-06-01 00:00:00,-23,0,0
110246,3,20140401,1,1,2014-04-01 00:00:00,0.11,0,0
110246,25,20140101,1,1,2014-01-01 00:00:00,2.2,3.98,2
110246,32,20140401,1,1,2014-04-01 00:00:00,0.11,0,0
110246,36,20140801,1,1,2014-08-01 00:00:00,0.11,0,0
110251,20,20140101,1,1,2014-01-01 00:00:00,3.49,7.99,1
110251,519,20140601,1,1,2014-06-01 00:00:00,-4.5,0,0
110251,576,20140401,1,1,2014-04-01 00:00:00,2,0,0
110254,23,20140101,1,1,2014-01-01 00:00:00,0,0,0
110254,27,20140401,1,1,2014-04-01 00:00:00,0,0,0
110254,28,20140801,1,1,2014-08-01 00:00:00,-0.01,2.99,3
110254,33,20140301,1,1,2014-03-01 00:00:00,0,0,0
110254,37,20140601,1,1,2014-06-01 00:00:00,-0.99,-1.99,-1
110255,19,20140101,1,1,2014-01-01 00:00:00,0.74,1.99,1
110255,22,20140101,1,1,2014-01-01 00:00:00,2.96,7.96,4
110256,25,20140401,1,1,2014-04-01 00:00:00,0.51,0,0
110267,40,20140301,1,1,2014-03-01 00:00:00,-84,0,0
110267,40,20140401,1,1,2014-04-01 00:00:00,-18,0,0
110271,7,20140301,1,1,2014-03-01 00:00:00,20.54,51.74,26
110271,7,20140401,1,1,2014-04-01 00:00:00,-3.04,25.76,24
110271,9,20140501,1,1,2014-05-01 00:00:00,-0.42,1.98,2
110271,10,20140301,1,1,2014-03-01 00:00:00,7.69,20.89,11
110271,10,20140401,1,1,2014-04-01 00:00:00,-1.3,34.7,30
110271,12,20140501,1,1,2014-05-01 00:00:00,-1.89,8.91,9
110271,13,20140301,1,1,2014-03-01 00:00:00,8.33,40.73,27
110271,13,20140401,1,1,2014-04-01 00:00:00,-3.46,27.74,26
110271,13,20140501,1,1,2014-05-01 00:00:00,-3.15,14.85,15
110271,14,20140501,1,1,2014-05-01 00:00:00,-7.91,31.69,33
110271,14,20140601,1,1,2014-06-01 00:00:00,-9.8,7,14
110271,15,20140501,1,1,2014-05-01 00:00:00,-4.83,22.77,23
110271,15,20140701,1,1,2014-07-01 00:00:00,-0.7,0.5,1
110271,16,20140301,1,1,2014-03-01 00:00:00,22.12,55.72,28
110271,16,20140501,1,1,2014-05-01 00:00:00,-4.83,22.77,23
110271,18,20140601,1,1,2014-06-01 00:00:00,-61.23,40.77,85
110271,18,20140701,1,1,2014-07-01 00:00:00,-10.55,7.45,15
110271,20,20140501,1,1,2014-05-01 00:00:00,-1.05,4.95,5
110271,20,20140601,1,1,2014-06-01 00:00:00,-4.2,3,6
110271,21,20140601,1,1,2014-06-01 00:00:00,-6.3,4.5,9
110271,23,20140601,1,1,2014-06-01 00:00:00,-3.5,2.5,5
110271,24,20140701,1,1,2014-07-01 00:00:00,-0.7,0.5,1
110271,27,20140601,1,1,2014-06-01 00:00:00,-6.3,4.5,9
110271,35,20140301,1,1,2014-03-01 00:00:00,5.53,13.93,7
110271,37,20140801,1,1,2014-08-01 00:00:00,0.79,1.99,1
110271,38,20140301,1,1,2014-03-01 00:00:00,11.06,27.86,14
110271,38,20140501,1,1,2014-05-01 00:00:00,-0.84,3.96,4
110271,39,20140401,1,1,2014-04-01 00:00:00,-6.72,31.68,32
110271,41,20140501,1,1,2014-05-01 00:00:00,-1.05,4.95,5
110274,3,20140301,1,1,2014-03-01 00:00:00,26.86,67.66,34
110274,6,20140301,1,1,2014-03-01 00:00:00,11.64,30.84,16
110274,7,20140301,1,1,2014-03-01 00:00:00,2.74,9.94,6
110274,7,20140401,1,1,2014-04-01 00:00:00,-3.15,14.85,15
110274,8,20140801,1,1,2014-08-01 00:00:00,-1.4,1,2
110274,10,20140301,1,1,2014-03-01 00:00:00,6.32,15.92,8
110274,10,20140401,1,1,2014-04-01 00:00:00,-0.63,2.97,3
110274,11,20140501,1,1,2014-05-01 00:00:00,-2.1,1.5,3
110274,11,20140801,1,1,2014-08-01 00:00:00,-0.7,0.5,1
110274,13,20140301,1,1,2014-03-01 00:00:00,3.74,10.94,6
110274,14,20140601,1,1,2014-06-01 00:00:00,-2.8,2,4
110274,15,20140601,1,1,2014-06-01 00:00:00,-2.8,2,4
110274,15,20140701,1,1,2014-07-01 00:00:00,-0.7,0.5,1
110274,16,20140501,1,1,2014-05-01 00:00:00,-28,20,40
110274,18,20140601,1,1,2014-06-01 00:00:00,-31.94,11.26,36
110274,20,20140601,1,1,2014-06-01 00:00:00,-17.05,11.75,24
110274,24,20140601,1,1,2014-06-01 00:00:00,-1.4,1,2
110274,32,20140301,1,1,2014-03-01 00:00:00,4.74,11.94,6
110274,33,20140301,1,1,2014-03-01 00:00:00,3.74,10.94,6
110274,33,20140401,1,1,2014-04-01 00:00:00,-0.21,0.99,1
110274,33,20140701,1,1,2014-07-01 00:00:00,-10.5,7.5,15
110274,35,20140501,1,1,2014-05-01 00:00:00,-31.5,22.5,45
110274,39,20140301,1,1,2014-03-01 00:00:00,4.11,14.91,9
110274,39,20140401,1,1,2014-04-01 00:00:00,-0.84,3.96,4
110274,40,20140601,1,1,2014-06-01 00:00:00,-0.7,0.5,1
110277,3,20140301,1,1,2014-03-01 00:00:00,0.79,1.99,1
110277,7,20140301,1,1,2014-03-01 00:00:00,3.95,9.95,5
110277,7,20140401,1,1,2014-04-01 00:00:00,-2.1,9.9,10
110277,8,20140601,1,1,2014-06-01 00:00:00,-2.1,1.5,3
110277,10,20140301,1,1,2014-03-01 00:00:00,3.95,9.95,5
110277,11,20140601,1,1,2014-06-01 00:00:00,-0.7,0.5,1
110277,12,20140601,1,1,2014-06-01 00:00:00,-7.7,5.5,11
110277,14,20140601,1,1,2014-06-01 00:00:00,-3.5,2.5,5
110277,15,20140601,1,1,2014-06-01 00:00:00,-4.9,3.5,7
110277,18,20140601,1,1,2014-06-01 00:00:00,-5.15,3.25,7
110277,21,20140601,1,1,2014-06-01 00:00:00,-4,2,5
110277,26,20140301,1,1,2014-03-01 00:00:00,2.95,8.95,5
110277,32,20140301,1,1,2014-03-01 00:00:00,1.58,3.98,2
110277,32,20140501,1,1,2014-05-01 00:00:00,-0.42,1.98,2
110277,37,20140601,1,1,2014-06-01 00:00:00,-9.8,7,14
110277,37,20140801,1,1,2014-08-01 00:00:00,-0.7,0.5,1
110278,2,20140301,1,1,2014-03-01 00:00:00,1.58,3.98,2
110278,2,20140501,1,1,2014-05-01 00:00:00,-0.42,1.98,2
110278,5,20140301,1,1,2014-03-01 00:00:00,7.9,19.9,10
110278,5,20140501,1,1,2014-05-01 00:00:00,-0.84,3.96,4
110278,8,20140501,1,1,2014-05-01 00:00:00,-0.21,0.99,1
110278,10,20140601,1,1,2014-06-01 00:00:00,-23.8,17,34
110278,11,20140501,1,1,2014-05-01 00:00:00,-0.84,3.96,4
110278,13,20140601,1,1,2014-06-01 00:00:00,-1.4,1,2
110278,16,20140601,1,1,2014-06-01 00:00:00,-4.2,3,6
110278,20,20140601,1,1,2014-06-01 00:00:00,-7,5,10
110278,28,20140301,1,1,2014-03-01 00:00:00,11.85,29.85,15
110278,32,20140301,1,1,2014-03-01 00:00:00,7.11,17.91,9
110278,32,20140401,1,1,2014-04-01 00:00:00,-0.05,5.95,5
110278,34,20140301,1,1,2014-03-01 00:00:00,12,34.8,19
110278,34,20140501,1,1,2014-05-01 00:00:00,-0.21,0.99,1
110278,35,20140301,1,1,2014-03-01 00:00:00,13.43,33.83,17
110278,35,20140401,1,1,2014-04-01 00:00:00,-2.83,12.77,13
110278,37,20140501,1,1,2014-05-01 00:00:00,-3.85,6.95,9
110278,38,20140301,1,1,2014-03-01 00:00:00,1.58,3.98,2
110288,22,20140301,1,1,2014-03-01 00:00:00,-1,0,0
110288,507,20140301,1,1,2014-03-01 00:00:00,-2,0,0
110293,10,20140301,1,1,2014-03-01 00:00:00,-4,0,0
110293,20,20140301,1,1,2014-03-01 00:00:00,-4,0,0
110295,3,20140601,1,1,2014-06-01 00:00:00,-3,1.5,3
110295,11,20140301,1,1,2014-03-01 00:00:00,-5.61,10.89,11
110295,12,20140301,1,1,2014-03-01 00:00:00,-1.02,1.98,2
110295,12,20140401,1,1,2014-04-01 00:00:00,-1.02,1.98,2
110295,14,20140301,1,1,2014-03-01 00:00:00,-0.51,0.99,1
110295,14,20140501,1,1,2014-05-01 00:00:00,-51,25.5,51
110295,15,20140401,1,1,2014-04-01 00:00:00,-4.59,8.91,9
110295,15,20140701,1,1,2014-07-01 00:00:00,-6,3,6
110295,18,20140401,1,1,2014-04-01 00:00:00,-4.08,7.92,8
110295,18,20140501,1,1,2014-05-01 00:00:00,-5.05,2.45,5
110295,20,20140501,2,2,2014-05-01 00:00:00,-20.51,10.99,21
110295,23,20140701,1,1,2014-07-01 00:00:00,-15,7.5,15
110295,27,20140501,1,1,2014-05-01 00:00:00,-13,6.5,13
110295,32,20140601,1,1,2014-06-01 00:00:00,-14,7,14
110295,40,20140301,1,1,2014-03-01 00:00:00,-17.34,33.66,34
110296,10,20140301,1,1,2014-03-01 00:00:00,-0.04,5.96,4
110296,11,20140401,1,1,2014-04-01 00:00:00,-0.51,0.99,1
110296,16,20140301,1,1,2014-03-01 00:00:00,2.94,11.94,6
110296,16,20140501,1,1,2014-05-01 00:00:00,-1,0.5,1
110296,28,20140601,1,1,2014-06-01 00:00:00,-3,1.5,3
110298,8,20140301,1,1,2014-03-01 00:00:00,-18,0,0
110301,2,20140301,1,1,2014-03-01 00:00:00,-3.06,5.94,6
110301,5,20140301,1,1,2014-03-01 00:00:00,-0.51,0.99,1
110301,6,20140101,1,1,2014-01-01 00:00:00,-1.53,2.97,3
110301,6,20140401,1,1,2014-04-01 00:00:00,-3.57,6.93,7
110301,8,20140301,1,1,2014-03-01 00:00:00,-4.59,8.91,9
110301,9,20140101,1,1,2014-01-01 00:00:00,-5.61,10.89,11
110301,9,20140401,1,1,2014-04-01 00:00:00,-4.59,8.91,9
110301,11,20140301,1,1,2014-03-01 00:00:00,-0.51,0.99,1
110301,12,20140401,1,1,2014-04-01 00:00:00,-4.59,8.91,9
110301,12,20140701,1,1,2014-07-01 00:00:00,-16,8,16
110301,13,20140601,1,1,2014-06-01 00:00:00,-26,10,24
110301,15,20140701,1,1,2014-07-01 00:00:00,-24,12,24
110301,16,20140601,1,1,2014-06-01 00:00:00,-16,8,16
110301,18,20140701,1,1,2014-07-01 00:00:00,-9.75,5.25,10
110301,20,20140601,1,1,2014-06-01 00:00:00,-2,1,2
110301,20,20140701,1,1,2014-07-01 00:00:00,-20,10,20
