Product ;Day Contacted;Inventory Levels;Manufactured Goods (%);Manufactured Goods %;Multiple Retailers;Plant;Product Advertised;Type;Demand Type;Forecast Accuracy;Forecast Bias
not on backorder;42;Medium;Between 100%-125%;294,00%;no;Oregon;no;unknown;Stable (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;251;Medium;Between 100%-125%;2562,00%;no;Oregon;no;unknown;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;19;Medium;Between 100%-125%;106,00%;no;Oregon;no;unknown;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;2;Medium;Between 100%-125%;108,00%;no;Oregon;yes;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;9;Medium;Between 100%-125%;100,00%;no;Oregon;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;18;Medium;Between 100%-125%;106,00%;no;Oregon;yes;cellular;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;23;Medium;Between 100%-125%;104,00%;no;Oregon;yes;telephone;Growing;Between 70 and 85%;Consistent under (<-20%)
not on backorder;29;Medium;Between 100%-125%;100,00%;no;Oregon;yes;telephone;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;19;Medium;Between 100%-125%;92,00%;no;Oregon;yes;unknown;Cyclical;Below 50%;Consistent under (<-20%)
not on backorder;5;Medium;Between 100%-125%;102,00%;no;Oregon;yes;unknown;Cyclical;Between 50% and 70 %;Consistent under (<-20%)
not on backorder;5;Medium;Between 100%-125%;110,00%;no;Oregon;yes;unknown;Cyclical;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;25;Medium;Between 100%-125%;214,00%;no;Oregon;yes;unknown;Cyclical;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;20;Medium;Between 100%-125%;108,00%;no;Oregon;yes;unknown;Declining;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;96,00%;no;Oregon;yes;unknown;Declining;Between 50% and 70 %;Consistent over (>20%)
not on backorder;20;Medium;Between 100%-125%;94,00%;no;Oregon;yes;unknown;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;94,00%;no;Oregon;yes;unknown;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;59;Medium;Between 100%-125%;298,00%;no;Oregon;yes;unknown;Declining;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;72;Medium;Between 100%-125%;488,00%;no;Oregon;yes;unknown;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;159;Medium;Between 100%-125%;902,00%;no;Oregon;yes;unknown;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;59;Medium;Between 100%-125%;290,00%;no;Oregon;yes;unknown;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;19;Medium;Between 100%-125%;110,00%;no;Oregon;yes;unknown;Growing;Between 70 and 85%;Consistent under (<-20%)
not on backorder;10;Medium;Between 100%-125%;100,00%;no;Oregon;yes;unknown;Intermittent;Below 50%;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;110,00%;no;Oregon;yes;unknown;Intermittent;Below 50%;Consistent over (>20%)
not on backorder;20;Medium;Between 100%-125%;98,00%;no;Oregon;yes;unknown;Intermittent;Below 50%;Consistent under (<-20%)
not on backorder;40;Medium;Between 100%-125%;194,00%;no;Oregon;yes;unknown;Intermittent;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;38;Medium;Between 100%-125%;286,00%;no;Oregon;yes;unknown;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;122;Medium;Between 100%-125%;678,00%;no;Oregon;yes;unknown;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;20;Medium;Between 100%-125%;102,00%;no;Oregon;yes;unknown;Intermittent;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;19;Medium;Between 100%-125%;110,00%;no;Oregon;yes;unknown;No Segment;Below 50%;Moderate over (5% to 20%)
not on backorder;58;Medium;Between 100%-125%;306,00%;no;Oregon;yes;unknown;No Segment;Between 50% and 70 %;Consistent over (>20%)
not on backorder;39;Medium;Between 100%-125%;194,00%;no;Oregon;yes;unknown;No Segment;Between 70 and 85%;Consistent over (>20%)
not on backorder;19;Medium;Between 100%-125%;104,00%;no;Oregon;yes;unknown;No Segment;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;3;Medium;Between 100%-125%;108,00%;no;Oregon;yes;unknown;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;4;Medium;Between 100%-125%;104,00%;no;Oregon;yes;unknown;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;19;Medium;Between 100%-125%;100,00%;no;Oregon;yes;unknown;Seasonal;Between 50% and 70 %;Consistent under (<-20%)
not on backorder;20;Medium;Between 100%-125%;94,00%;no;Oregon;yes;unknown;Seasonal;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;94;Medium;Between 100%-125%;802,00%;no;Oregon;yes;unknown;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;19;Medium;Between 100%-125%;94,00%;no;Oregon;yes;unknown;Seasonal;Between 70 and 85%;Consistent under (<-20%)
not on backorder;20;Medium;Between 100%-125%;104,00%;no;Oregon;yes;unknown;Seasonal;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;20;Medium;Between 100%-125%;108,00%;no;Oregon;yes;unknown;Stable (High Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;60;Medium;Between 100%-125%;310,00%;no;Oregon;yes;unknown;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;59;Medium;Between 100%-125%;306,00%;no;Oregon;yes;unknown;Stable (High Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;140;Medium;Between 100%-125%;824,00%;no;Oregon;yes;unknown;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;192;Medium;Between 100%-125%;1022,00%;no;Oregon;yes;unknown;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;19;Medium;Between 100%-125%;96,00%;no;Oregon;yes;unknown;Stable (Low Price);Below 50%;Consistent under (<-20%)
not on backorder;5;Medium;Between 100%-125%;94,00%;no;Oregon;yes;unknown;Stable (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;38;Medium;Between 100%-125%;196,00%;no;Oregon;yes;unknown;Stable (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;117;Medium;Between 100%-125%;592,00%;no;Oregon;yes;unknown;Stable (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;63;Medium;Between 100%-125%;400,00%;no;Oregon;yes;unknown;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;82;Medium;Between 100%-125%;504,00%;no;Oregon;yes;unknown;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;7;Medium;Between 100%-125%;200,00%;no;Oregon;yes;unknown;Stable (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;255;Medium;Between 100%-125%;1310,00%;no;Oregon;yes;unknown;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;39;Medium;Between 100%-125%;198,00%;no;Oregon;yes;unknown;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;19;Medium;Between 100%-125%;108,00%;no;Oregon;yes;unknown;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;83;Medium;Between 100%-125%;530,00%;no;Oregon;yes;unknown;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;78;Medium;Between 100%-125%;424,00%;no;Oregon;yes;unknown;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;42;Medium;Between 100%-125%;206,00%;no;Texas;no;cellular;Declining;Between 50% and 70 %;Consistent over (>20%)
not on backorder;40;Medium;Between 100%-125%;218,00%;no;Texas;no;cellular;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;41;Medium;Between 100%-125%;186,00%;no;Texas;no;cellular;Declining;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;83;Medium;Between 100%-125%;414,00%;no;Texas;no;cellular;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;21;Medium;Between 100%-125%;106,00%;no;Texas;no;cellular;Growing;Below 50%;Consistent over (>20%)
not on backorder;83;Medium;Between 100%-125%;396,00%;no;Texas;no;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;102,00%;no;Texas;no;cellular;Growing;Between 50% and 70 %;Consistent over (>20%)
not on backorder;410;Medium;Between 100%-125%;1990,00%;no;Texas;no;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;100,00%;no;Texas;no;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;41;Medium;Between 100%-125%;214,00%;no;Texas;no;cellular;Growing;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;21;Medium;Between 100%-125%;102,00%;no;Texas;no;cellular;Intermittent;Below 50%;Accurate (5% to -5%)
not on backorder;41;Medium;Between 100%-125%;198,00%;no;Texas;no;cellular;Intermittent;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;61;Medium;Between 100%-125%;288,00%;no;Texas;no;cellular;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;83;Medium;Between 100%-125%;394,00%;no;Texas;no;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;206;Medium;Between 100%-125%;982,00%;no;Texas;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;110,00%;no;Texas;no;cellular;Intermittent;Between 70 and 85%;Consistent under (<-20%)
not on backorder;21;Medium;Between 100%-125%;108,00%;no;Texas;no;cellular;No Segment;Below 50%;Moderate over (5% to 20%)
not on backorder;41;Medium;Between 100%-125%;208,00%;no;Texas;no;cellular;No Segment;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;94,00%;no;Texas;no;cellular;No Segment;Between 70 and 85%;Consistent over (>20%)
not on backorder;82;Medium;Between 100%-125%;392,00%;no;Texas;no;cellular;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;163;Medium;Between 100%-125%;802,00%;no;Texas;no;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;94,00%;no;Texas;no;cellular;Seasonal;Between 70 and 85%;Consistent under (<-20%)
not on backorder;21;Medium;Between 100%-125%;106,00%;no;Texas;no;cellular;Stable (High Price);Below 50%;Consistent over (>20%)
not on backorder;20;Medium;Between 100%-125%;98,00%;no;Texas;no;cellular;Stable (High Price);Below 50%;Consistent under (<-20%)
not on backorder;20;Medium;Between 100%-125%;96,00%;no;Texas;no;cellular;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;83;Medium;Between 100%-125%;392,00%;no;Texas;no;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;63;Medium;Between 100%-125%;300,00%;no;Texas;no;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;21;Medium;Between 100%-125%;104,00%;no;Texas;no;cellular;Stable (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;20;Medium;Between 100%-125%;96,00%;no;Texas;no;cellular;Stable (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;92,00%;no;Texas;no;cellular;Stable (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;81;Medium;Between 100%-125%;422,00%;no;Texas;no;cellular;Stable (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;103;Medium;Between 100%-125%;504,00%;no;Texas;no;cellular;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;164;Medium;Between 100%-125%;814,00%;no;Texas;no;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;20;Medium;Between 100%-125%;110,00%;no;Texas;no;cellular;Stable (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;221;Medium;Between 100%-125%;1068,00%;no;Texas;no;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;41;Medium;Between 100%-125%;198,00%;no;Texas;no;telephone;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;20;Medium;Between 100%-125%;96,00%;no;Texas;no;telephone;Growing;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;21;Medium;Between 100%-125%;98,00%;no;Texas;no;telephone;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;100,00%;no;Texas;no;telephone;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;92,00%;no;Texas;no;telephone;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;92,00%;no;Texas;no;telephone;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;98,00%;no;Texas;no;telephone;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;20;Medium;Between 100%-125%;98,00%;no;Texas;no;telephone;Stable (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;21;Medium;Between 100%-125%;110,00%;no;Texas;no;telephone;Stable (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;20;Medium;Between 100%-125%;102,00%;no;Texas;no;telephone;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;104,00%;no;Texas;no;telephone;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;145;Medium;Between 100%-125%;722,00%;no;Texas;no;telephone;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;20;Medium;Between 100%-125%;94,00%;no;Texas;no;unknown;Declining;Between 50% and 70 %;Consistent over (>20%)
not on backorder;42;Medium;Between 100%-125%;212,00%;no;Texas;yes;cellular;Declining;Below 50%;Consistent over (>20%)
not on backorder;41;Medium;Between 100%-125%;206,00%;no;Texas;yes;cellular;Declining;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;83;Medium;Between 100%-125%;394,00%;no;Texas;yes;cellular;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;41;Medium;Between 100%-125%;198,00%;no;Texas;yes;cellular;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;92,00%;no;Texas;yes;cellular;Declining;Between 70 and 85%;Consistent under (<-20%)
not on backorder;61;Medium;Between 100%-125%;284,00%;no;Texas;yes;cellular;Declining;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;21;Medium;Between 100%-125%;104,00%;no;Texas;yes;cellular;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;123;Medium;Between 100%-125%;616,00%;no;Texas;yes;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;287;Medium;Between 100%-125%;1422,00%;no;Texas;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;82;Medium;Between 100%-125%;424,00%;no;Texas;yes;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;41;Medium;Between 100%-125%;190,00%;no;Texas;yes;cellular;Growing;Between 70 and 85%;Consistent under (<-20%)
not on backorder;20;Medium;Between 100%-125%;92,00%;no;Texas;yes;cellular;Intermittent;Below 50%;Accurate (5% to -5%)
not on backorder;21;Medium;Between 100%-125%;108,00%;no;Texas;yes;cellular;Intermittent;Below 50%;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;106,00%;no;Texas;yes;cellular;Intermittent;Below 50%;Consistent under (<-20%)
not on backorder;41;Medium;Between 100%-125%;210,00%;no;Texas;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;125;Medium;Between 100%-125%;578,00%;no;Texas;yes;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;20;Medium;Between 100%-125%;106,00%;no;Texas;yes;cellular;Intermittent;Between 70 and 85%;Consistent under (<-20%)
not on backorder;21;Medium;Between 100%-125%;92,00%;no;Texas;yes;cellular;No Segment;Below 50%;Accurate (5% to -5%)
not on backorder;21;Medium;Between 100%-125%;92,00%;no;Texas;yes;cellular;No Segment;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;102;Medium;Between 100%-125%;510,00%;no;Texas;yes;cellular;No Segment;Between 70 and 85%;Consistent over (>20%)
not on backorder;63;Medium;Between 100%-125%;298,00%;no;Texas;yes;cellular;No Segment;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;20;Medium;Between 100%-125%;94,00%;no;Texas;yes;cellular;Seasonal;Below 50%;Moderate over (5% to 20%)
not on backorder;104;Medium;Between 100%-125%;498,00%;no;Texas;yes;cellular;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;81;Medium;Between 100%-125%;418,00%;no;Texas;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;110,00%;no;Texas;yes;cellular;Seasonal;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;21;Medium;Between 100%-125%;110,00%;no;Texas;yes;cellular;Stable (High Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;60;Medium;Between 100%-125%;310,00%;no;Texas;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;42;Medium;Between 100%-125%;210,00%;no;Texas;yes;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;20;Medium;Between 100%-125%;106,00%;no;Texas;yes;cellular;Stable (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;21;Medium;Between 100%-125%;108,00%;no;Texas;yes;cellular;Stable (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;104,00%;no;Texas;yes;cellular;Stable (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;103;Medium;Between 100%-125%;502,00%;no;Texas;yes;cellular;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;122;Medium;Between 100%-125%;586,00%;no;Texas;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;41;Medium;Between 100%-125%;212,00%;no;Texas;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;61;Medium;Between 100%-125%;298,00%;no;Texas;yes;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;21;Medium;Between 100%-125%;100,00%;no;Texas;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;110,00%;no;Texas;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;21;Medium;Between 100%-125%;108,00%;no;Texas;yes;telephone;Declining;Below 50%;Accurate (5% to -5%)
not on backorder;21;Medium;Between 100%-125%;94,00%;no;Texas;yes;telephone;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;110,00%;no;Texas;yes;telephone;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;41;Medium;Between 100%-125%;200,00%;no;Texas;yes;telephone;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;62;Medium;Between 100%-125%;304,00%;no;Texas;yes;telephone;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;21;Medium;Between 100%-125%;108,00%;no;Texas;yes;telephone;Growing;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;42;Medium;Between 100%-125%;200,00%;no;Texas;yes;telephone;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;20;Medium;Between 100%-125%;98,00%;no;Texas;yes;telephone;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;41;Medium;Between 100%-125%;196,00%;no;Texas;yes;telephone;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;96,00%;no;Texas;yes;telephone;Stable (High Price);Below 50%;Consistent over (>20%)
not on backorder;42;Medium;Between 100%-125%;206,00%;no;Texas;yes;telephone;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;21;Medium;Between 100%-125%;94,00%;no;Texas;yes;telephone;Stable (High Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;108,00%;no;Texas;yes;telephone;Stable (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;110,00%;no;Texas;yes;telephone;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;20;Medium;Between 100%-125%;106,00%;no;Texas;yes;telephone;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;61;Medium;Between 100%-125%;318,00%;no;Texas;yes;telephone;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;22;Medium;Between 100%-125%;104,00%;no;Washington;no;cellular;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;25;Medium;Between 100%-125%;110,00%;no;Washington;no;cellular;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;32;Medium;Between 100%-125%;208,00%;no;Washington;no;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;5;Medium;Between 100%-125%;106,00%;no;Washington;no;cellular;Growing;Between 50% and 70 %;Consistent over (>20%)
not on backorder;68;Medium;Between 100%-125%;490,00%;no;Washington;no;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;31;Medium;Between 100%-125%;204,00%;no;Washington;no;cellular;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;22;Medium;Between 100%-125%;98,00%;no;Washington;no;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;61;Medium;Between 100%-125%;390,00%;no;Washington;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;6;Medium;Between 100%-125%;100,00%;no;Washington;no;cellular;No Segment;Below 50%;Accurate (5% to -5%)
not on backorder;53;Medium;Between 100%-125%;186,00%;no;Washington;no;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;38;Medium;Between 100%-125%;288,00%;no;Washington;no;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;30;Medium;Between 100%-125%;196,00%;no;Washington;no;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;204;Medium;Between 100%-125%;1116,00%;no;Washington;no;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;90;Medium;Between 100%-125%;604,00%;no;Washington;no;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;6;Medium;Between 100%-125%;110,00%;no;Washington;no;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;26;Medium;Between 100%-125%;100,00%;no;Washington;no;telephone;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;25;Medium;Between 100%-125%;104,00%;no;Washington;yes;cellular;Cyclical;Between 70 and 85%;Consistent over (>20%)
not on backorder;77;Medium;Between 100%-125%;780,00%;no;Washington;yes;cellular;Cyclical;Between 70 and 85%;Consistent under (<-20%)
not on backorder;22;Medium;Between 100%-125%;108,00%;no;Washington;yes;cellular;Cyclical;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;80;Medium;Between 100%-125%;300,00%;no;Washington;yes;cellular;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;121;Medium;Between 100%-125%;852,00%;no;Washington;yes;cellular;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;27;Medium;Between 100%-125%;108,00%;no;Washington;yes;cellular;Declining;Between 70 and 85%;Consistent under (<-20%)
not on backorder;52;Medium;Between 100%-125%;194,00%;no;Washington;yes;cellular;Declining;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;76;Medium;Between 100%-125%;310,00%;no;Washington;yes;cellular;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;273;Medium;Between 100%-125%;1748,00%;no;Washington;yes;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;54;Medium;Between 100%-125%;310,00%;no;Washington;yes;cellular;Growing;Between 50% and 70 %;Consistent over (>20%)
not on backorder;964;Medium;Between 100%-125%;6032,00%;no;Washington;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;173;Medium;Between 100%-125%;888,00%;no;Washington;yes;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;26;Medium;Between 100%-125%;96,00%;no;Washington;yes;cellular;Growing;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;6;Medium;Between 100%-125%;92,00%;no;Washington;yes;cellular;Intermittent;Below 50%;Accurate (5% to -5%)
not on backorder;41;Medium;Between 100%-125%;410,00%;no;Washington;yes;cellular;Intermittent;Below 50%;Consistent over (>20%)
not on backorder;88;Medium;Between 100%-125%;404,00%;no;Washington;yes;cellular;Intermittent;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;178;Medium;Between 100%-125%;1014,00%;no;Washington;yes;cellular;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;137;Medium;Between 100%-125%;700,00%;no;Washington;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;593;Medium;Between 100%-125%;4030,00%;no;Washington;yes;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;32;Medium;Between 100%-125%;196,00%;no;Washington;yes;cellular;Intermittent;Between 70 and 85%;Consistent under (<-20%)
not on backorder;26;Medium;Between 100%-125%;206,00%;no;Washington;yes;cellular;No Segment;Between 50% and 70 %;Consistent over (>20%)
not on backorder;33;Medium;Between 100%-125%;292,00%;no;Washington;yes;cellular;No Segment;Between 70 and 85%;Consistent over (>20%)
not on backorder;53;Medium;Between 100%-125%;204,00%;no;Washington;yes;cellular;No Segment;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;26;Medium;Between 100%-125%;104,00%;no;Washington;yes;cellular;Seasonal;Between 50% and 70 %;Consistent under (<-20%)
not on backorder;35;Medium;Between 100%-125%;320,00%;no;Washington;yes;cellular;Seasonal;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;392;Medium;Between 100%-125%;2748,00%;no;Washington;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;26;Medium;Between 100%-125%;206,00%;no;Washington;yes;cellular;Seasonal;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;22;Medium;Between 100%-125%;94,00%;no;Washington;yes;cellular;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;22;Medium;Between 100%-125%;94,00%;no;Washington;yes;cellular;Stable (High Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;600;Medium;Between 100%-125%;3072,00%;no;Washington;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;60;Medium;Between 100%-125%;416,00%;no;Washington;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;252;Medium;Between 100%-125%;1386,00%;no;Washington;yes;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;27;Medium;Between 100%-125%;94,00%;no;Washington;yes;cellular;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
